Job Title,Department,Team,Employment Type,Location,Workplace Type,Published Date,Salary Min,Salary Max,Job URL,Salary Midpoint
Full Stack Software Engineer - Codex for Finance,Applied AI,Applied AI,FullTime,San Francisco,Hybrid,2026-08-13 16:31:47.234000+00:00,347000.0,385000.0,https://jobs.ashbyhq.com/openai/099dd6af-b017-4a60-85d5-4c79da3a9ead,366000.0
Backend Software Engineer - Codex for Finance,Applied AI,Applied AI,FullTime,San Francisco,Hybrid,2026-08-11 19:23:49.234000+00:00,347000.0,385000.0,https://jobs.ashbyhq.com/openai/a23bd45a-e192-460d-bd34-a0f6c4bc6865,366000.0
"Senior Program Manager, Consumer Device Safety Operations",User Operations,Trust & Safety,FullTime,San Francisco,Not Specified,2026-08-11 16:13:55.815000+00:00,252000.0,335000.0,https://jobs.ashbyhq.com/openai/b65f9125-2c3a-4507-bb20-6213952b5f2c,293500.0
Field CTO,Go To Market,Go To Market,FullTime,San Francisco,Hybrid,2026-09-09 16:49:15.057000+00:00,302000.0,352000.0,https://jobs.ashbyhq.com/openai/23239cae-2a91-4985-94d1-a2acbb3ffa25,327000.0
Support Delivery Lead - Toronto,User Operations,Support Delivery,FullTime,Ontario - Remote,Not Specified,2026-08-17 22:24:23.823000+00:00,297000.0,330000.0,https://jobs.ashbyhq.com/openai/6b8eed3a-d549-4df8-9ac7-134d4d52c600,313500.0
"Account Director, Media",Go To Market,Sales,FullTime,US - Remote,Remote,2026-08-18 14:14:19.736000+00:00,189000.0,240000.0,https://jobs.ashbyhq.com/openai/4d0a2666-16e0-42e5-8573-180dcdc5439f,214500.0
"Corporate Development, Deal Lead",Finance,Finance,FullTime,San Francisco,Hybrid,2026-08-11 23:19:21.744000+00:00,333000.0,370000.0,https://jobs.ashbyhq.com/openai/4030aec5-ffd4-49a7-bc19-65e63c45e167,351500.0
Strategic Cloud Partner Enablement Lead,Go To Market,Enablement,FullTime,San Francisco,OnSite,2026-08-11 23:54:26.010000+00:00,226000.0,250000.0,https://jobs.ashbyhq.com/openai/ab9ddb8f-a479-4931-910a-cabcf205d95e,238000.0
Product Policy Research and Advisory Partnerships,Product Policy,Product Policy,FullTime,New York City,Hybrid,2026-08-14 16:41:37.064000+00:00,302000.0,335000.0,https://jobs.ashbyhq.com/openai/978a22a5-0f0f-4da7-811e-a4b2b2fbe659,318500.0
"Account Director, Startups | New Business",Go To Market,Sales,FullTime,San Francisco,Hybrid,2026-07-21 21:48:02.518000+00:00,324000.0,360000.0,https://jobs.ashbyhq.com/openai/abd2a56b-6aa3-4721-a924-2c2f225d0e1f,342000.0
ISV Partnerships Lead,Partnerships,Partnerships,FullTime,San Francisco,Hybrid,2026-08-21 19:44:43.948000+00:00,333000.0,445000.0,https://jobs.ashbyhq.com/openai/cd3f8166-9f07-4d1b-944d-a4a6593a196a,389000.0
Partnerships Lead - Cyber,Partnerships,Partnerships,FullTime,San Francisco,Hybrid,2026-08-13 16:15:51.197000+00:00,266000.0,370000.0,https://jobs.ashbyhq.com/openai/f6f4ebba-12ec-4445-b961-39f28e6540b5,318000.0
"Program Lead, ISV & Marketplace Partnerships",Partnerships,Partnerships,FullTime,New York City,Hybrid,2026-08-21 19:44:01.954000+00:00,266000.0,370000.0,https://jobs.ashbyhq.com/openai/96a15a25-1cee-473b-a251-099e95f29408,318000.0
"Strategic Finance, B2B Product",Strategic Finance,Strategic Finance,FullTime,San Francisco,Hybrid,2026-08-22 12:59:21.112000+00:00,234000.0,260000.0,https://jobs.ashbyhq.com/openai/3c07323e-04da-4fff-b925-a60294941040,247000.0
"IT Software Architect, SaaS Enablement and Governance",Security,Security,FullTime,San Francisco,Hybrid,2026-08-14 23:31:56.931000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/1e68e5f6-6bda-4d11-89fd-4be731077031,355500.0
Hardware Finance Manager,Strategic Finance,Strategic Finance,FullTime,San Francisco,Hybrid,2026-08-19 00:23:48.084000+00:00,234000.0,260000.0,https://jobs.ashbyhq.com/openai/ccd3c68b-5860-40b5-9aff-e99da9aa669c,247000.0
"Head of Partnerships, Digital Natives",Partnerships,Partnerships,FullTime,San Francisco,Hybrid,2026-09-09 17:40:35.951000+00:00,333000.0,445000.0,https://jobs.ashbyhq.com/openai/c717b98e-5394-4ad1-ae3f-e036717ad9b5,389000.0
Senior Support Engineer - Toronto,User Operations,Support Delivery,FullTime,Ontario - Remote,Remote,2026-08-15 00:20:15.752000+00:00,261000.0,290000.0,https://jobs.ashbyhq.com/openai/6aa78bd0-98d6-4671-a98f-d1010c627eb5,275500.0
"Program Manager, Strategic Futures",Global Affairs,Global Affairs,FullTime,San Francisco,Hybrid,2026-09-08 13:25:40.037000+00:00,250000.0,280000.0,https://jobs.ashbyhq.com/openai/8f9693d9-73c8-48c1-b1cf-b0cd92a1c3c2,265000.0
"Data Scientist, Cybersecurity ",Data Science,Data Science,FullTime,US - Remote,Remote,2026-08-17 17:44:00.786000+00:00,263000.0,515000.0,https://jobs.ashbyhq.com/openai/894ce80d-c587-4ef0-92d2-b16deb9a06b9,389000.0
AI Support Engineer - Toronto,User Operations,Support Delivery,FullTime,Ontario - Remote,Remote,2026-08-15 00:22:22.066000+00:00,200000.0,290000.0,https://jobs.ashbyhq.com/openai/d7a7c653-19d8-43db-800e-ce4dd2abf9ec,245000.0
Network Engineer,Security,Security,FullTime,San Francisco,Hybrid,2026-08-14 00:59:50.761000+00:00,347000.0,510000.0,https://jobs.ashbyhq.com/openai/9f78c41f-8d39-46c9-b9c3-c3b075905b24,428500.0
"Product Designer, Design Systems",Product Design,Product Design,FullTime,San Francisco,Hybrid,2026-08-14 00:14:37.160000+00:00,200000.0,310000.0,https://jobs.ashbyhq.com/openai/7c1cd1ec-47a9-4d15-8eb9-2f44272db796,255000.0
Network Engineer,Security,Security,FullTime,"London, UK",Not Specified,2026-08-14 00:59:47.855000+00:00,,,https://jobs.ashbyhq.com/openai/a80e213f-c592-4337-a410-e5bf94f4e40d,
"AI Support Engineer, Government - San Francisco, CA",User Operations,Support Delivery,FullTime,San Francisco,Hybrid,2026-08-31 21:38:54.505000+00:00,180000.0,260000.0,https://jobs.ashbyhq.com/openai/48993416-b5f5-4c3f-b7c8-b8ca7c2395e0,220000.0
"Senior Counsel, AI Product (Enterprise/API)",Legal,Legal,FullTime,San Francisco,Hybrid,2026-08-14 22:49:24.849000+00:00,330000.0,366000.0,https://jobs.ashbyhq.com/openai/68b1e4ba-da3f-4712-ad14-8c12ebaa28a4,348000.0
"Senior Counsel, Commercial (Infrastructure)",Legal,Legal,FullTime,San Francisco,Hybrid,2026-08-14 23:18:55.947000+00:00,330000.0,366000.0,https://jobs.ashbyhq.com/openai/30d4f083-e3b7-4f06-bc57-575a3368c23a,348000.0
"Executive Business Partner, APAC",Executive Operations,Executive Operations,FullTime,Singapore,Hybrid,2026-08-18 13:29:06.579000+00:00,,,https://jobs.ashbyhq.com/openai/4e7497e5-ad6b-4fa6-af97-a10813dce126,
"Executive Business Partner, India",Executive Operations,Executive Operations,FullTime,"Mumbai, India",Hybrid,2026-08-18 13:27:00.458000+00:00,,,https://jobs.ashbyhq.com/openai/7a84a4ec-897e-4bd2-a44e-dd148f5d138d,
"AI Support Engineer, Government - Washington, D.C.",User Operations,Support Delivery,FullTime,"Washington, DC",Hybrid,2026-08-31 21:38:56.669000+00:00,162000.0,234000.0,https://jobs.ashbyhq.com/openai/6d1d835d-5882-4191-b78e-fd04a4c05f11,198000.0
"Account Director, Startups (Mandarin-Speaking)",Go To Market,Sales,FullTime,Singapore,Hybrid,2026-08-21 06:59:22.909000+00:00,,,https://jobs.ashbyhq.com/openai/ac0922d9-4731-40a1-b8a3-17b912e1a13b,
VC Partnerships Manager,Go To Market,Sales,FullTime,San Francisco,Hybrid,2026-08-31 19:29:56.140000+00:00,302000.0,352000.0,https://jobs.ashbyhq.com/openai/83ac3381-99c0-46a0-897c-abcd8699b466,327000.0
"Technical Program Manager, AI Accelerator Software",Technical Program Management,Technical Program Management,FullTime,San Francisco,Hybrid,2026-08-17 20:43:12.138000+00:00,302000.0,445000.0,https://jobs.ashbyhq.com/openai/94456c6c-2826-47f9-b5a9-0471fb8b7b96,373500.0
"Technical Program Manager, AI Safety & Safeguards",Technical Program Management,Technical Program Management,FullTime,San Francisco,Not Specified,2026-08-18 17:22:44.264000+00:00,257000.0,445000.0,https://jobs.ashbyhq.com/openai/3a05c5d7-fdd9-4e0e-823a-2ae08b59958b,351000.0
"Technical Program Manager, Enterprise",Technical Program Management,Technical Program Management,FullTime,San Francisco,Not Specified,2026-08-18 18:18:58.733000+00:00,257000.0,445000.0,https://jobs.ashbyhq.com/openai/a4981ed2-331a-4927-a95f-fabb64c9c799,351000.0
ASIC Package SI/PI Engineer,Scaling,Hardware,FullTime,San Francisco,Hybrid,2026-08-19 16:38:14.028000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/ca2fe3e4-8377-461f-b6f2-80d127f4b94d,355500.0
"Account Director, Startups",Go To Market,Sales,FullTime,"Munich, Germany",Hybrid,2026-08-17 17:14:30.968000+00:00,,,https://jobs.ashbyhq.com/openai/2e223214-d8f1-4198-a5e3-1301bb46977a,
"Senior Operations Analyst, User Safety & Risk Operations",User Operations,Trust & Safety,FullTime,San Francisco,Hybrid,2026-08-17 19:48:01.309000+00:00,252000.0,335000.0,https://jobs.ashbyhq.com/openai/daabc150-f22c-421e-b30d-1a50fb4cede3,293500.0
"Strategic Partner Manager, Monetization Partnerships",Partnerships,Partnerships,FullTime,San Francisco,Hybrid,2026-08-17 17:22:02.948000+00:00,266000.0,370000.0,https://jobs.ashbyhq.com/openai/071511ff-940e-46b9-8c21-58b2a6ac4b7a,318000.0
"Lead, Corporate Technical Accounting and Strategic Transactions",Finance,Finance,FullTime,San Francisco,Hybrid,2026-08-19 20:24:20.259000+00:00,216000.0,240000.0,https://jobs.ashbyhq.com/openai/d49e3abe-0d02-4b73-a5b2-cc7f1414c1e8,228000.0
"Content Marketing Manager, Demand Generation",Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-08-17 17:59:41.034000+00:00,227000.0,252000.0,https://jobs.ashbyhq.com/openai/67c67c36-e710-4f21-bd9c-759eb72cfabf,239500.0
"Strategic Finance, International & Marketing",Strategic Finance,Strategic Finance,FullTime,San Francisco,Hybrid,2026-08-28 13:39:47.607000+00:00,234000.0,325000.0,https://jobs.ashbyhq.com/openai/5b85c0cc-3f19-4b96-9bd3-3b7521e54f44,279500.0
"Data Engineer, Monetization Data Platform",Applied AI,Applied AI Engineering,FullTime,Mountain View,Not Specified,2026-08-20 22:40:29.869000+00:00,266000.0,510000.0,https://jobs.ashbyhq.com/openai/44abed05-4b45-4aa0-bee6-45d113bbef66,388000.0
"Partner Manager, Channel Monetization",Product Partnerships,Product Partnerships,FullTime,San Francisco,Hybrid,2026-08-26 01:53:35.204000+00:00,266000.0,295000.0,https://jobs.ashbyhq.com/openai/ddd35c55-d925-467c-b965-a698e1437d8b,280500.0
"Machine Learning Engineer, Multimodal Perception and Authentication",Consumer Devices,Research,FullTime,San Francisco,Hybrid,2026-08-21 00:46:07.216000+00:00,342000.0,399000.0,https://jobs.ashbyhq.com/openai/1b268692-70d8-46c2-a347-2f7705b5c174,370500.0
"RE/RS, Data Understanding - Foundations",Research,Foundations,FullTime,"Zurich, Switzerland",Hybrid,2026-08-19 23:36:25.257000+00:00,,,https://jobs.ashbyhq.com/openai/5d1a6c05-e18b-43a2-8808-6498929ac253,
"Tax Director, Business Advisory and Strategic Finance",Finance,Finance,FullTime,San Francisco,Hybrid,2026-08-19 22:39:22.136000+00:00,347000.0,385000.0,https://jobs.ashbyhq.com/openai/c18cb478-c0ab-447e-bc80-079f3bc00b0b,366000.0
Professional Services Commercial Lead,Finance,Finance,FullTime,San Francisco,Hybrid,2026-08-19 23:20:46+00:00,211000.0,234000.0,https://jobs.ashbyhq.com/openai/2183189b-a982-4a81-878a-109d278ed2ee,222500.0
Applied AI Engineer,Go To Market,Go To Market,FullTime,"Abu Dhabi, UAE",Hybrid,2026-08-18 16:32:27.941000+00:00,,,https://jobs.ashbyhq.com/openai/2226c39d-371b-4dec-bf60-2d76dbe4c445,
"Data Scientist, Real Estate & Workplace ",Data Science,Data Science,FullTime,San Francisco,Hybrid,2026-08-20 16:38:56.595000+00:00,266000.0,385000.0,https://jobs.ashbyhq.com/openai/3ac187b2-dd75-4acd-b285-51ae6e603dbd,325500.0
"Senior Commercial Counsel, APAC",Legal,Legal,FullTime,Singapore,Hybrid,2026-08-21 01:36:47.492000+00:00,,,https://jobs.ashbyhq.com/openai/b9262d61-ecf3-4d9a-8674-2e30bce09bdc,
"Software Engineer, Trainium ",Scaling,Kernels,FullTime,San Francisco,Hybrid,2026-08-19 23:09:36.243000+00:00,295000.0,380000.0,https://jobs.ashbyhq.com/openai/2bf44c13-a463-4ec7-b152-b8367075246c,337500.0
Hardware Strategic Sourcing & Manufacturing Partnerships Manager,Scaling,Hardware,FullTime,Singapore,Hybrid,2026-08-19 03:44:34.471000+00:00,,,https://jobs.ashbyhq.com/openai/79432fa9-49c0-4ba0-b2a1-9d589ddc1861,
"Technical Program Manager, Actuators",Research,Robotics,FullTime,San Francisco,Hybrid,2026-08-20 21:59:40.593000+00:00,207000.0,285000.0,https://jobs.ashbyhq.com/openai/0728d036-6057-4194-942f-34254610c18f,246000.0
"Applied AI Engineer, Digital Natives",Go To Market,Go To Market,FullTime,"London, UK",Hybrid,2026-09-08 08:10:32.624000+00:00,,,https://jobs.ashbyhq.com/openai/7be58f3a-6005-42ed-86fa-77773ebfb294,
Head of Marketplace ,Partnerships,Partnerships,FullTime,San Francisco,Hybrid,2026-09-10 22:20:03.816000+00:00,400000.0,445000.0,https://jobs.ashbyhq.com/openai/1aa89889-9323-44eb-a3fb-042c68c45252,422500.0
"Software Engineer, Plugin Developer Platform",Applied AI,Applied AI Engineering,FullTime,San Francisco,Hybrid,2026-08-18 19:12:23.311000+00:00,185000.0,490000.0,https://jobs.ashbyhq.com/openai/71838fdf-4476-490c-81b6-4bf0746f6774,337500.0
"Partner Director, ANZ",Go To Market,Partnerships,FullTime,"Sydney, Australia",Hybrid,2026-08-21 06:39:30.831000+00:00,,,https://jobs.ashbyhq.com/openai/9f586619-7190-4b91-9002-d3826eaed72f,
"Technical Program Manager, Sensors",Research,Robotics,FullTime,San Francisco,Hybrid,2026-08-20 22:16:18.165000+00:00,207000.0,285000.0,https://jobs.ashbyhq.com/openai/c8c607f4-d29f-46ea-b3ee-5a052ac17278,246000.0
"Partner Director, Korea",Go To Market,Partnerships,FullTime,"Seoul, South Korea",Hybrid,2026-08-21 02:47:02.151000+00:00,,,https://jobs.ashbyhq.com/openai/ea647f38-5af4-4767-8268-608059af4095,
Partnership Sales Manager,Go To Market,Partnerships,FullTime,San Francisco,OnSite,2026-08-27 00:57:25.669000+00:00,360000.0,420000.0,https://jobs.ashbyhq.com/openai/c5fbd661-b634-447c-8fe0-1d625969c4b1,390000.0
Red Team Specialist - Cyber,Intelligence & Investigations,Intelligence & Investigations,FullTime,San Francisco,Hybrid,2026-08-18 16:42:51.229000+00:00,198000.0,320000.0,https://jobs.ashbyhq.com/openai/badafdf8-116b-4849-b848-2f20a3ff2732,259000.0
"Product Design Lead, Growth - Codex",Product Design,Product Design,FullTime,San Francisco,Hybrid,2026-08-18 19:20:37.481000+00:00,347000.0,405000.0,https://jobs.ashbyhq.com/openai/bce2bcbd-01e6-4afc-9109-d325483aa47e,376000.0
"Strategic Delivery Lead, Intelligence Community",OpenAI for Gov,OpenAI for Gov,FullTime,"Washington, DC",Hybrid,2026-08-23 04:26:49.729000+00:00,266000.0,370000.0,https://jobs.ashbyhq.com/openai/5f3a6397-47ac-4ef0-9ca9-cd358851a6b9,318000.0
"Systems Software Engineer, Silicon Bringup",Scaling,Hardware,FullTime,San Francisco,Hybrid,2026-08-24 18:48:55.627000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/d1121575-a1a7-47c9-97e6-56c70f441143,355500.0
"Strategy & Systems Manager, Communications",Communications,Communications,FullTime,San Francisco,Hybrid,2026-09-12 00:13:43.357000+00:00,216000.0,240000.0,https://jobs.ashbyhq.com/openai/a4f2983d-0664-4aa3-a4bf-1b91d241c4a7,228000.0
"Electrical Engineer, Actuator Test Infrastructure",Research,Robotics,FullTime,San Francisco,Hybrid,2026-08-21 22:16:42.577000+00:00,225000.0,318000.0,https://jobs.ashbyhq.com/openai/3fa44620-142a-47fe-b098-92923064d2f5,271500.0
"Product Manager, Youth",Product Management,Product Management,FullTime,San Francisco,Hybrid,2026-08-21 19:40:07.541000+00:00,293000.0,385000.0,https://jobs.ashbyhq.com/openai/cc0d0d86-eb9d-44a0-a6a4-42bbb6066b4b,339000.0
"Product Marketing Manager, Cybersecurity",Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-08-21 20:13:10.905000+00:00,221000.0,245000.0,https://jobs.ashbyhq.com/openai/9c990e11-a5fb-4c6d-ab83-ede32839e78e,233000.0
"Research Engineer / Research Scientist, Health",Research,Post-training,FullTime,San Francisco,Not Specified,2026-08-21 21:05:26.411000+00:00,380000.0,500000.0,https://jobs.ashbyhq.com/openai/719cc0f6-ed38-41db-8870-299b4d336f37,440000.0
"Account Director, Digital Natives - France",Go To Market,Sales,FullTime,"Paris, France",Hybrid,2026-09-15 09:15:38.529000+00:00,,,https://jobs.ashbyhq.com/openai/f5c3b504-3982-4d67-99ba-315b9e14f196,
"Software Engineer, Model Runtime",Scaling,Hardware,FullTime,San Francisco,Hybrid,2026-08-24 16:34:31.338000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/ec317080-e2d2-4a73-93e6-e0a9ae6fdf96,355500.0
"Partner Marketing Manager, AWS",Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-08-26 17:33:16.244000+00:00,287000.0,318000.0,https://jobs.ashbyhq.com/openai/73f27385-2b31-49da-bc57-92e6f194c73e,302500.0
"Business Operations Manager, Business Marketing ",Strategy & Operations,Strategy & Operations,FullTime,San Francisco,Hybrid,2026-08-26 16:57:10.073000+00:00,185000.0,205000.0,https://jobs.ashbyhq.com/openai/2df4df3a-7ac6-42f2-b8ec-d471627a80c8,195000.0
"Partner Marketing Manager, Technology Partners & ISVs",Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-08-26 17:31:11.207000+00:00,287000.0,318000.0,https://jobs.ashbyhq.com/openai/333ebd68-cc1d-4706-8d0a-07f3e50d7bfd,302500.0
"Lab Operations Manager, Systems Integration | Consumer Devices",Consumer Devices,Software,FullTime,San Francisco,OnSite,2026-08-25 18:24:58.378000+00:00,230000.0,290000.0,https://jobs.ashbyhq.com/openai/d727cc4b-f4b6-49a0-806c-390f8a053e2f,260000.0
"Product Manager, Learning",Applied AI,Codex - Engineering,FullTime,San Francisco,Hybrid,2026-08-25 16:58:59.532000+00:00,293000.0,385000.0,https://jobs.ashbyhq.com/openai/5953fed7-1466-4e90-94c9-43716a55e032,339000.0
People Research Scientist,People,Human Resources,FullTime,San Francisco,Not Specified,2026-08-25 00:46:30.177000+00:00,198000.0,220000.0,https://jobs.ashbyhq.com/openai/5a682b9f-ef1a-4e47-813a-72b23414d43e,209000.0
"Software Security Architect, Operating Systems | Consumer Devices",Consumer Devices,Software,FullTime,San Francisco,Not Specified,2026-08-25 18:36:19.805000+00:00,268000.0,342000.0,https://jobs.ashbyhq.com/openai/c15d4e1b-adcf-4809-91d5-17ba6b789092,305000.0
Systems Integration Manager | Consumer Devices,Consumer Devices,Software,FullTime,San Francisco,OnSite,2026-08-27 16:28:00.816000+00:00,290000.0,365000.0,https://jobs.ashbyhq.com/openai/831960f4-a877-4c41-8fda-17fd321c0230,327500.0
"Technical Deployment Lead, Semiconductors - Texas",Forward Deployed Engineering,Forward Deployed Engineering,FullTime,US - Remote,Remote,2026-08-25 21:26:08.432000+00:00,176000.0,224000.0,https://jobs.ashbyhq.com/openai/74dfcc9f-f15b-43cf-bf60-bb03690c238e,200000.0
"Program Manager, Business Marketing ",Strategy & Operations,Strategy & Operations,FullTime,San Francisco,Hybrid,2026-08-26 16:55:45.723000+00:00,234000.0,260000.0,https://jobs.ashbyhq.com/openai/3ed37e51-40dc-4d17-8219-d3500af8892c,247000.0
"Account Director, Government",Go To Market,Sales,FullTime,Australia - Remote,Remote,2026-08-28 02:53:09.225000+00:00,,,https://jobs.ashbyhq.com/openai/569fcba5-c7a2-48ae-b580-e86e181adfd8,
Data Center Infrastructure Architect,Scaling,Scaling,FullTime,San Francisco,Not Specified,2026-08-31 22:52:22.537000+00:00,360000.0,530000.0,https://jobs.ashbyhq.com/openai/65bc2ffe-a622-47cd-949c-2ca8b7ec6951,445000.0
"Manager, Applied AI Architects",Go To Market,Technical Success,FullTime,"Munich, Germany",Hybrid,2026-09-01 08:08:01.526000+00:00,,,https://jobs.ashbyhq.com/openai/e45913b7-b84d-49d3-a0b6-c19b55185272,
"Partner Director, PwC",Go To Market,Partnerships,FullTime,San Francisco,OnSite,2026-08-28 21:48:55.258000+00:00,380000.0,420000.0,https://jobs.ashbyhq.com/openai/90cf64cc-4276-433f-bdf0-7cf69309bbd2,400000.0
"Product Manager, Multimodal Safety",Product Management,Product Management,FullTime,San Francisco,Not Specified,2026-08-26 16:36:48.471000+00:00,293000.0,325000.0,https://jobs.ashbyhq.com/openai/70d5259a-f18c-4595-bf52-ec03eeeeac4c,309000.0
"Hardware Engineer, Test",Scaling,Scaling,FullTime,San Francisco,Hybrid,2026-08-27 19:15:40.080000+00:00,177000.0,300000.0,https://jobs.ashbyhq.com/openai/d33eec12-e0c3-48a0-bb54-35d1e7aa9ee1,238500.0
"Manager, Applied AI Engineering (Codex)",Go To Market,Technical Success,FullTime,San Francisco,Hybrid,2026-08-27 13:49:10.819000+00:00,302000.0,335000.0,https://jobs.ashbyhq.com/openai/b28b990c-54e4-4be4-a33a-d5518dc3e117,318500.0
"Field Marketing Lead, APAC",Marketing,Marketing,FullTime,Singapore,Hybrid,2026-09-04 03:25:33.786000+00:00,,,https://jobs.ashbyhq.com/openai/ca869798-6dbc-4673-b15c-a7d00e49630b,
"Forward Deployed Engineer (FDE), Legal-SF",Forward Deployed Engineering,Forward Deployed Engineering,FullTime,New York City,Hybrid,2026-08-27 16:14:22.852000+00:00,185000.0,300000.0,https://jobs.ashbyhq.com/openai/832094fd-4d89-4fe4-bc18-9ba88d347a18,242500.0
"Manager, Applied AI Architects",Go To Market,Technical Success,FullTime,"Paris, France",Hybrid,2026-09-01 08:09:21.803000+00:00,,,https://jobs.ashbyhq.com/openai/1c4d812f-d6da-4ea3-b1b3-d1877610b731,
"Systems Test Engineer, End-to-End Validation | Consumer Devices",Consumer Devices,Software,FullTime,San Francisco,Not Specified,2026-09-01 16:48:47.506000+00:00,230000.0,290000.0,https://jobs.ashbyhq.com/openai/393b88d7-1fbc-466a-9108-a7c1bafeb8d8,260000.0
"Solutions Engineering, Ads Solutions (Singapore) ",Go To Market,Ads Solutions,FullTime,Singapore,Hybrid,2026-08-28 13:58:48.611000+00:00,,,https://jobs.ashbyhq.com/openai/bfd27251-5a50-4050-aa66-596a8db9a7a8,
"Account Director, Commercial",Go To Market,Sales,FullTime,New York City,Hybrid,2026-08-27 21:14:08.420000+00:00,198000.0,220000.0,https://jobs.ashbyhq.com/openai/b5399d89-a3d1-4d2b-b6d7-f50e052f0d38,209000.0
"Executive Programs Lead, Americas",Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-09-03 20:47:15.415000+00:00,287000.0,318000.0,https://jobs.ashbyhq.com/openai/c6b7bcc8-5454-4e6e-844f-c6a55607309a,302500.0
"Senior Support Specialist, Ads",User Operations,Trust & Safety,FullTime,San Francisco,Hybrid,2026-08-28 17:53:44.431000+00:00,189000.0,280000.0,https://jobs.ashbyhq.com/openai/f21b387c-617b-4473-9e84-2fbfa89c27a9,234500.0
Startup Content Marketing Manager,Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-08-28 21:14:43.820000+00:00,198000.0,219000.0,https://jobs.ashbyhq.com/openai/45d0ccb6-d26f-4b1f-b24d-fe67ec5b708a,208500.0
"Senior Support Specialist, Ads",User Operations,Trust & Safety,FullTime,Ontario - Remote,Remote,2026-08-27 23:57:37.503000+00:00,140000.0,188000.0,https://jobs.ashbyhq.com/openai/215ea33c-47db-4604-910c-3de52ebeb0a6,164000.0
Recruiting Coordinator - Contract,People,Recruiting,Contract,San Francisco,Hybrid,2026-08-28 18:45:07.651000+00:00,57.0,70.0,https://jobs.ashbyhq.com/openai/dbd5ae8a-7c01-4f17-be39-b8caa8fd95d5,63.5
Marketing Scientist,Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-08-28 00:04:04.942000+00:00,234000.0,260000.0,https://jobs.ashbyhq.com/openai/6c21e5e0-a41c-4936-a278-dd7d2c88f25c,247000.0
Web Producer,Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-08-28 19:32:28.924000+00:00,171000.0,190000.0,https://jobs.ashbyhq.com/openai/dcc678d2-d0cd-4428-bb68-38a7347d6ded,180500.0
Safety Response Operations Lead,User Operations,Trust & Safety,FullTime,San Francisco,Hybrid,2026-08-28 21:06:20.344000+00:00,252000.0,280000.0,https://jobs.ashbyhq.com/openai/91653d95-27fc-44bd-bbb3-7078fd6a5718,266000.0
"Manager, Senior Support Engineering",User Operations,User Operations,FullTime,"Dublin, Ireland",Not Specified,2026-08-28 04:14:20.963000+00:00,,,https://jobs.ashbyhq.com/openai/36c8356d-b7eb-4aef-b0f5-3a3f3f8dfc5a,
"Integrated Marketing Lead, Brand & Policy",Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-08-31 22:00:13.622000+00:00,287000.0,318000.0,https://jobs.ashbyhq.com/openai/9e39d2ba-2076-4f44-9e07-c8520e9d5cdb,302500.0
"Partner Marketing Manager, Hardware",Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-08-28 22:34:05.783000+00:00,287000.0,318000.0,https://jobs.ashbyhq.com/openai/958eecd4-7446-445c-ae93-62c38436aa22,302500.0
Marketing Scientist - EMEA (London),Marketing,Marketing,FullTime,"London, UK",Hybrid,2026-09-01 22:04:49.259000+00:00,,,https://jobs.ashbyhq.com/openai/aa55ee20-b904-44c1-8cc7-d9160fc8b341,
"Senior Counsel, AI & Product Compliance",Legal,Legal,FullTime,San Francisco,Hybrid,2026-08-28 22:35:54.974000+00:00,330000.0,366000.0,https://jobs.ashbyhq.com/openai/2afc5695-a2f8-4832-bf66-a2ca5f0615dc,348000.0
"Strategic Experiences Lead, Executive Programs",Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-08-31 18:08:30.400000+00:00,287000.0,318000.0,https://jobs.ashbyhq.com/openai/fa431b48-8f59-4429-85d7-31b84ed2c116,302500.0
"Account Director, Higher Education",Go To Market,Sales,FullTime,San Francisco,Hybrid,2026-08-31 19:27:35.792000+00:00,305000.0,352000.0,https://jobs.ashbyhq.com/openai/dceee17e-1e37-448b-acd3-2f97e41a6af7,328500.0
"Deal Strategist, AMER",Go To Market,Strategy & Operations,FullTime,San Francisco,Hybrid,2026-09-01 20:34:13.158000+00:00,239000.0,265000.0,https://jobs.ashbyhq.com/openai/f2427971-2557-4eb9-ac16-6a7c0fa9b9c5,252000.0
"Applied AI Architect, Government",OpenAI for Gov,OpenAI for Gov,FullTime,"Washington, DC",Hybrid,2026-09-01 02:47:02.971000+00:00,234000.0,335000.0,https://jobs.ashbyhq.com/openai/6882c919-600e-43c8-92f9-803d4eb3bcd2,284500.0
